StyleID;text;rating
434886;Material und Passform sind OK.;4
44970574;"Dürfte nicht enger sein. Geht Grade so. Nach üppigen Essen kneift Nr etwas. ;-)";3
1709054;Für den Preis mehr als erwartet;5
709229;Viel zu groß und unförmig.;2
655046;für der Preis in Ordnung;3
1709054;Günstige Shirts- gute Qualität.;4
654563;Der BH passte genau, ist weich vom Material und daher sehr bequem.;3
553018;Genaue Passform, angenehm am Fuss.;5
9743730;Alles bestens. Habe bekommen, was ich erwartet habe.;5
654563;Günstiger Preis und ich fühle mich damit wohl. Sitzt genau richtig. Kann die nur weiterempfehlen. Habe alle 3 Farbvarianten genommen. ;5
515928;Sitz prima, satte Farben die auch nach mehrmaligem Waschen noch gut aussehen. Angenehm zu tragen.;4
553018;sieht gut aus und hat einen unschlagbaren preis. In oliv super zu jeans. ;4
9743730;Ich habe für meine beiden Kinder diese Vorhänge in verschiedenen Farben gekauft. Der Vorhang ist wie beschrieben, die Farbe und Größe passen. Auch die Verarbeitung ist in Ordnung. Er verdunkelt gut und hält auch die Kälte ab. Ich habe für beide Zimmer Vorhänge mit Kräuselband bestellt. Die Bemerkung von der Kundin bezüglich der Ösen kann ich nicht verstehen, da das wohl ein Fehler bei der Bestellung war. Da wäre auch ein Umtausch möglich. ;5
9743730;gute Abdunklung, gute Qualität für das Geld;5
434886;also die jeans ist einfach genial ,super qualität ein perfekter sitz .,sowie eine sehr gute verarbeitung.  werde davon noch welche für meinen mann  bestellen . kann ich also nur enpfehlen .;5
709229;Das Kleid ist zum verlieben. Egal wo man es tragen würde..am Strand...im Hotel zum Frühstück...im Garten oder im Haus. Ich werde mir die anderen beiden auch noch holen, denn das Material ist sehr angenehm auf der Haut, alles passt genau und sieht echt flott aus. Endlich mal ein Wohlfühlkleid für den Sommer.;5
553018;In Schwarz sehr gut, in Taupe sieht das Wildleder -Imitat nicht so schön aus.;4
655046;für den Zweck ganz praktisch. Nur die schrägen Nähte sind nicht sehr optimal. ;3
655046;Passt gut! ;5
654563;Hallo, ich habe diesen Artikel  schon oft bestellt und würde ihn wieder bestellen. Die BHs passen sehr gut und die Qualität ist sehr gut.;5
9743730;Die Gardinen entsprechen dem Angebot in Farbe und Qualität.;4
655046;Material, Farbe (pink), Preis und Qualität sind nicht zu beanstanden. Tragekomfort sehr gut. Werde noch andere Farben bestellen. Artikel ist weiter zu empfehlen.;5
44970574;Habe zu ersten mal diese Hose gekauft. Sie ist bequem und sieht super aus. Auch die Farbauswahl ist riesig.;5
553018;In 41 zu eng und zu klein, in 42 zu weit und zu groß. Für mich leider nichts, trotzdem ein schöner klassischer Schuh.;5
553018;Preis-/Leistungsverhältnis ist angemessen.;4
709229;Ich hab es in Dunkelblau bestellt. Weichfließender Stoff. Fasst sich gut an. Kann ich mit verschiedenen T-Shirts kombinieren und das ganze Jahr über tragen.;4
8623725;Sehr schönes Modell.Bin sehr zufrieden und werden ihn noch in schwarz besrellen.;5
709229;Habe das Kleid gleich eine Nummer kleiner bestellt und es war richtig so. Hatte schon mal ein Kleid in schwarz-weiß gestreift. Es ist ein Materialunterschied schon da. Trotzdem ein gern getragener Artikel.  ;5
709229;Angenehmer Stoff, weich und komfortabel.;4
1709054;Schöne Farben.Gutes Material. Preis ok.;5
44970574;Leider kann ich noch keine Erfahrungen, was die Trageeigenschaften betrifft, machen - es ist Hochsommer! Was jedoch Preis und Qualität der Hose betrifft - muß ich sagen - paßt!;5
553018;Passt wie angegossen. Ist super bequem. Preis super.;5
709229;Absolutes Lieblingsteil für heiße Sommertage. Sieht auch super mit einer Leggings aus. Bei einer sehr großen Oberweite könnte es jedoch etwas wuchtig aussehen. Preis -Leistungsverhältnis top !;5
44970574;Preis Leistung Passt;5
1709054;Material und Preis ok. fällt etwas weit aus.;4
553018;für den Preis sehr schöne Schuhe. Allerdings passt der rechte Schuh ganz genau, aber der linke Schuh ist zu groß. Da ich damit noch nie Probleme hatte, liegt es an diesen Schuhen. Ansonsten sehr bequem. Meine Tochter trug sie zum Tanzen, etwa 4 Stunden lang. Keine Blasen oder Druckstellen. ;4
515928;Schöner Slip, der nicht einschneidet und ein angenehmes Tragegefühl bietet. Die Größe entspricht dem Standard. Werde mir noch passend zu den BHs den Slip in weiteren Farben bestellen.;5
709229;Ich habe das Kleid in allen Farben bestellt und es in schwarz und gestreift behalten. Die Farben sind teilweise nicht so schön. Statt hellkhaki wäre oliv schöner. Überhaupt sollte es das Kleid in weiteren Farben geben (z.B.lila, petrol, altrosa). Vom Sitz und Schnitt her ist es einfach toll! Es kaschiert, fällt nicht zu sackartig, wenn man es eine Größe kleiner bestellt und unter den Armen ist der Auschnitt nicht zu weit. Perfekt für alle Jahreszeiten. Manko: Leider bildet der Stoff Knötchen!;4
709229;ein nettes Strandkleidchen;4
434886;Reißverschluß war defekt;1
515928;Von dem Material, der Qualität sowie Farbe und auch von dem Preis-/Leistungsverhältnis bin ich überzeugt. ;5
655046;Schöner fester Halt, gutes Material.;5
655046;Der BH fällt extrem klein aus. Hatte ihn in meiner üblichen Größe bestellt und muss sagen, er war zu eng und die Cups zu klein. Mindestens eine, eher zwei Nummern größer bestellen als normal.;1
44970574;Tolles Material, die Hose sitzt perfekt. Ich kann nur empfehlen;5
9743730;Super Qualität,schnelle liferung,ganz tolle farbe es stand apfelgrün drauf und es war apfelgrün!!!ist nicht selbstverständlich das die farbe im internet so schön zu sehen ist und auch mit dem originalen übereinstimmt!;5
655046;Material hat nicht gefallen;1
553018;Tolle Qualität, leider vorne am Fuß zu eng. Preis-Leistung klasse.;5
9743730;Ware ist wie beschrieben, Qualität ist top, dem Preis auch entsprechend. Voll blickdicht und kälteabweisend. Ist bestimmt kein Fehlkauf. :-);5
1709054;Endlich wieder in bewährter Bonprix Quallität. Fallen größenmässig reichlich aus. Eben normal und nicht wie Wurstpellen. Bei Blusen nehme ich 44 wegen Busen. Die Shirt habe ich in 40/42 bestellt und sie sind perfekt.;5
709229;"ich bin begeistert über Qualität des Materials ; habe dieses Kleidchen schon 1x im letzten Jahr gekauft . ist für den Sommer im Garten als schneller ""Überzieher"" bzw. mit Leggins kombiniert einfach toll. Auf jeden Fall weiter zu empfehlen !";5
654563;Gutes Preis, Leistung Verhältnis;4
434886;Es wurden 2 Hosen von gleicher Sorte und gleicher Größe (52) gekauft. Eine Hose passte bestens, die zweite war zu eng.  Die zu enge Hose wurde zurückgeschickt und eine in Größe 54 bestellt. Die Qualität und Farben waren in Ordnung. Allerdings werden laut online Katalog diese Hosen als John Baner Jeans angeboten. Geliefert wurde Ware der b.p.c. Da das Preis-Leistungs Verhältnis aber akzeptabel war, habe ich die Ware behalten.  ;3
44970574;Passform hat mir nicht gefallen, sitzt bei meiner Figur nicht sonderlich gut. ;3
434886;Die Hose hat ein super Preis-Leistungsverhältnis. Sie sieht gut aus und ist sehr bequem. Die ideale Hose für Männer die viel sitzen müssen, denn sie engt nicht ein.;5
9743730;zu teuer dachte zuerst das wären 2 stück;2
1709054;Für die Arbeit ok.;3
655046;Das Material der Ware war sehr gut. Die Passform für die Größe genau richtig. Das Preis-Leistungs-Verhältnis stimmt.;5
434886;Alles top;4
1709054;Shirts sind wie immer super. Ideal zum Kombinieren mit Top unter oder Weste drüber.;5
709229;Material und Qualität gut ;4
709229;schönes leichtes Teil für die warmen Tage am Strand;4
515928;Material ist schön weich und trägt sich sehr angenehm, Größe entspricht der bestellten, verzieht sich auch nach dem waschen nicht, ;5
553018;Sehr bequem-stylisch-Passform genial. Auch was für etwas breitere Füsse.;5
709229;Sehr gute Qualität, angenehm im tragen, trocknet sehr schnell nach der Wäsche und bleibt auch danach in der Form;5
515928;Alles paßt bestens. Top Qualität.;5
515928;sehr schönes Material  Preis Leistung Verhältnis super;5
44970574;Sehr schöne Farben,habe mir gleich 4 Stück bestellt.Qualität für den Preis bestens.Größe passt genau ,etwas lang ,aber besser als zu kurz.An der Wade könnte sie etwas weiter sein.Aber es geht gerade noch.Die Mode ist nun mal so.;4
553018;Bequem.;4
9743730;matrial sehr gut fabe passed genau qualität sehr gut;5
654563;sehr gute verarbeitung,passt genau;5
9743730;Ich habe 6 Schal´s mit Ringen gekauft und bin von der Qualität sehr begeistert. ;5
553018;Wow. Also andere hier finden zwar, dass es schlecht ist, dass sie viel zu groß ausfallen, ich jedenfalls finde es super. Ich meine, ich habe Schuhgröße 44 und dann wird das schon manchmal knapp. Da ist es doch super, dass sie etwas größer ausfallen. Außerdem ein klasse Preis und die Auswahl an großen Schuhen wächst von Jahr zu Jahr. Klasse Schuhe.;5
553018;Absolut top für den Preis.;5
553018;Gutes Preis Leistungsfähigkeit Verhältnis;4
655046;Passt super, das Material ist angenehm und formstabil. Würde ich immer wieder kaufen. Super Preis.;5
9743730;"Ich grüße Sie aus dem winterlichen Flensburg! Der Vorhang ""Verdunkelung"" in cremefarben erfüllt den vorgesehenen Zweck nicht effektiv! Das Preisleistungsverhältnis ist für diesen Fertigvorhang ok.  Ich wünsche mir schönere Stoffe und Alternativen.";3
434886;Material und Farbe sind ok. ;3
654563;Ich habe lange nach BH`s aus Cotton gesucht und nun endlich gefunden. Und das für einen günstigen Preis, prima!;4
709229;Ich habe das Kleid in Blockstreifen (schwarz/weiss) gekauft. Ich habe in Oberteilen Größe 50, in Röcken Größe 42. Das Kleid passt wie angegossen. Es ist schön luftig und sieht gut aus. Hoffentlich ist es im nächsten Jahr wieder dabei. (In anderen Farben).;5
515928;Material und Qualität sind super.;5
553018;Ich finde den Schuh angenehm und leicht zu tragen. Für diesen Preis immer wieder gerne!  ;4
553018;ok.;4
9743730;"Dieser Vorhang ist einfach "" Spitze"" - Qualität, Preisleistung!!!, Farbe und er ist  garantiert genauso wie er im Text beschrieben wird - wenn jemand einen wirklich verdunkelnden und blickdichten Vorhang möchte, am besten s o f o r t bestellen, solange die Lieferung noch möglich ist - ich habe mir auch noch eine andere Farbe nachbestellt - die Lieferung wird bei bonprix immer schneller - Montagabend bestellt und am Mittwochvormittag geliefert - besser geht es nicht!!!! Vielen Dank an bonprix. ";5
1709054;Habe diese Shirts hauptsächlich für den Sport gekauft und zum drunterziehen. Wenn man einen Top drüberzieht, sieht es echt toll aus. Qualität ist super, dünner leichter Baumwollstoff. Preis-Leistungs-Verhältnis: Auch toll.;4
434886;Super Qualität, tolle Zwischengrösse;5
44970574;Hose leider viel zu kurz. Das Material nimmt sofort Flusen an. Um Po und Hüfte ist sie wiederum zu weit. Deshalb zurück.;1
44970574;Super Passform leicht und angenehm zu tragen einfach perfekt .;5
44970574;hübsch ;4
515928;tolle Qualität, immer gern wieder;5
9743730;Schöner Stoff, fühlt sich echt gut an.;4
655046;z.B. Material, Qualität, Farbe, Preis-Leistungs-Verhältnisok.;4
9743730;Habe die Vorhänge noch in blau bestellt. Farbe ist leider nicht besonders schön oder leuchtend, aber der Vorhang dunkelt wirklich super ab. Auch das Kräuselband ist wie beschrieben vorhanden.  Was mich aber wirklich stört, ist die ungleiche Saumnaht. Der Vorhang ist rechts und links an den Enden rund 1-2 cm kürzer als in der Mitte. Das sollte wirklich nicht sein!;2
1709054;gute qualität nach waschen ok werdw mir noch welche kaufen könnten ca 5cm länger sein;3
434886;da diese sachen für meinen vater bestimmt waren kann ich nur eingeschränkt eine bewertung abgeben!  ihre produkte sind zu meiner vollsten zufriedenheit was preis/leistung und schneller versand beinhaltet!;5
1709054;Gut;4
655046;Passt sehr gut und hält optimal. Hab mir auch noch den selben in weiß gekauft.;5
9743730;Ich habe lange nach einer Verdunklungsmöglichkeit fürs Kinderzimmer gesucht, weil wir keine Rollläden haben und habe sie hiermit gefunden. Macht selbst an einem sonnigen Wintertag angenehm dunkel, so dass mein Kleiner gemütlich schlummern kann. Ich habe sie in grün, ist optimal fürs Kinderzimmer, ein schönes leuchtendes grün! Alles in allem ein guter Kauf und den Preis finde ich für diese Qualität (Verarbeitung und Aussehen sind absolut ok) angemessen.;5
709229;Top!;5
44970574;Wie immer. Weite und Länge passt genau, eine super Hose;5
9743730;Qualität und Verarbeitung entsprechen meiner Vorstellung. Die gewünschte Verdunkelung und auch Temperaturausgleich sind gut. ;4
1709054;Hier kann man nur sagen: es paßt alles - Farben, Preis, Passform.;5
553018;Passform sehr gut, sehr leichter Sommerschuh mit flexibler Sohle.;4
553018;meine freundin und ich haben den schuh bestellt, meine freundin ist 37 und ich bin 36- mir passt der schuh und er ist sehr schön. meiner freundin auch, aber sie hat nur einen schuh in 37 bekommen und der andere war in grösse 38. jetzt wollten wir den schuh nochmal in gr.37 bestellen, weil wir den wirklich sehr dringend und schon in einer woche brauchen aber jetzt ist der schuh in schwarz in allen grössen ausverkauft und nur schwarz passt auf unser kleid. jetzt haben wir ein sehr großes problem.;4
654563;Material und Passform sind super, bin zufrieden.;4
434886;Passt gut und ist angenehm zu tragen.;4
709229;Das ist wirklich ein sehr schönes Kleid, Preisleistungsverhältnis ist absolut TOP;5
654563;Sehr angenehmes Tragegefühl.;5
515928;Preis-Leistungs-Verhältnis oK;4
44970574;Schöne Hose. Preis-Leistungs-Verhältnis ist O.K. War in Größe 42 zu weit für mich. Retoure;4
434886;Preis-Leistungsverhältnis o.k.Mit Dehnbund paßt der Artikel genau. Die Länge hat man umsonst.Kann man gut umschlagen und annähen;4
1709054;Passt Perfekt und die Farben sind sehr schön;5
515928;Der BH trägt sich wirklicht sehr angenehm, allerdings quietscht er ein wenig. ;4
515928;Der Slip sitzt gut und das Material ist prima.;4
9743730;Super Vorhang. Habe ihn in grün bestellt. Schöne Farbe. Verdunkelt recht gut.;4
9743730;Verdunkelt wunderbar&fällt schön. Ein Hingucker. Leider etwas teuer& sehr schwerer Stoff.;4
553018;Sehr schöne Schuhe;4
9743730;Blickdicht und wärmedämmend - prima weich fließender Stoff;5
434886;Material ziemlich steif.;4
1709054;Ich habe mir das gleiche Sortiment jetzt zum 2. mal gekauft. Sind bequem, schönes Material, schön lang und die Farben bleiben auch bei viel waschen schön.;5
553018;Bequem, drückt nicht. Größer bestellt wegen Einlegesohlen.;4
44970574;Furchtbarer Schnitt! Sitzt nur an Bauch und Waden, beult am Hintern und den Oberschenkeln aus. Macht eine furchtbare Figur. Sofort zurück geschickt.;1
553018;Ich habe mir die Schuhe in weiß und schwarz bestellt, mir gefallen beide sehr gut und habe auch beide behalten. Habe Schuhgröße 39, und die Schuhe passen in 39 wie angegossen.;5
654563;Hab diese B´H´s nun seid knapp 6 Mon. Am Anfang auch echt schön, super bequem, toller Sitz! Nur leider sind jetzt kurz  hintereinander bei allen dreien die Bügel entweder gebrochen oder rausgefallen! Echt schade... ;2
9743730;Habe die Vorhänge in braun mit Ösen gekauft und bin sehr zufrieden. Schöne Farbe, das Material fühlt sich auch schön an und ist gut verarbeitet. Sehr gute Verdunkelung und dazu noch prompte Lieferung. Was will man mehr?;5
654563;Bestelle diese BHs schon seit Jahren immer wieder. Erstens Baumwolle gibt es fast nirgends. Zweitens der Preis stimmt und ist schon lange stabil. Drittens die passen immer. Und was am wichtigsten für mich ist, wo sonst gibt es 90 B??? Ich glaube, dass manche einfach nicht wissen, was wirklich ihre BH-Größe ist.;5
8623725;Prompte Lieferung. Artikel wie beschrieben. Bin sehr zufrieden.;5
515928;Ein schönes Teil, welches meine Frau sehr gern trägt.;5
8623725;Passte super leider gefiel mir die lila Farbe nicht  habe es deshalb zurück geschickt macht aber schlanker;4
515928;habe fast alle Farben, Qualität, Passform toll;5
655046;Preis/Leistung stimmt, BH sitzt sehr gut.;4
655046;Schöner Artikel. Größe passt genau und Material ist auch in Ordnung.;5
654563;Material und Preis waren gut.;5
9743730;ein sehr schöner artikel, sieht super am fenster aus.;5
9743730;Super Qualität.;5
654563;der umfang war in ordnung, die passform des busens sah nicht gut aus, hatte eine schlechte schnittform, sicher für kleinere busen gedacht.;2
9743730;Die Farbe orange kommt bei diesen Vorhängen eher als terrakotta raus, aber wir waren durch vorhergegangene Bewertungen ja bereits vorgewarnt, deshalb sind die Vorhänge für uns auch in Ordnung so.;4
553018;Der Schuh trägt sich sehr angenehm am Fuß. Material ist super. Preis Leistung stimmt. Würde ich mir immer wieder bestellen.;5
553018;Ich hab fast alle Farben gekauft, kann man zum vielem kombiniren, passt sehr gut, wie als wenn man barfuß lauft.;5
655046;Material ist super. Passt perfekt und rutscht nicht.;5
44970574;Angenehmes Material,super Paßform und der Preis ist auch völlig in Ordnung! Super schnelle Lieferung!!!;4
44970574;passte einfach nicht gut;1
654563;das Material ist angenehm gerade im Tanzsport bei der großen Hitze!;3
434886;schlechte Verarbeitung, schlechte Qualität, nach 1x Tragen: bollerige Form, Nähte aus dem Stoff gerissen;1
654563;Würde ich immer wieder kaufen. Einfach super.;5
9743730;Sehr schöne Farbe und sie sehen toll zu einer weißen Wand und weißen Möbeln aus. Toller Stoff, der viel Licht abhält.;4
515928;Hier stimmt das Preis-Leistungs verhältnis!;5
655046;Einwandfreies Material. Sitzt sehr gut am Körper und an der Brust. Nur zu empfehlen!;5
553018;diese schuhe sind einfach toll und der preis natürlich auch;4
553018;bin zufrieden...;5
8623725;passt auch genau ;5
655046;Die Artikel wurden ordnungsgemäß geliefert und gefallen. Preis-Leistungs-Verhältnis ist in Ordnung, Qualität ebenfalls.;4
515928;Mag diesen BH sehr. Hatte ihn schon in C und D Körbchen und jetzt zur Zeit sogar in F und er passt wunderbar und hat auch eine gute Trageeigenschaft. Was für mich sehr wichtig ist. ;5
654563;formt einen ganz spitzen Busen, daher wieder zurück;2
553018;für mich sind die schuhe etwas zu schmal;3
44970574;Super passform;5
434886;Super Qualität und der preis stimmt.;4
434886;Passte auf Anhieb super.;5
655046;Die Stoffqualität und die Verarbeitung ist sehr gut, aber der BH fällt im Vergleich zu anderen BH's etwas eng im Brustumfang aus.;4
9743730;Super! Endlich Dunkelheit im Schlafzimmer. Ich leide unter Migräne und habe einige Gardienen ausprobiert.;5
434886;gute ware;4
9743730;"Bin mehr als zufrieden, überlege auch schon, wo ich noch welche aufhängen könnte. ;-)";5
9743730;Dieser Verdunkelungsvorhang,ich habe ihn in Blau bestellt, ist ein Traum,es kommt kein Strahl durch und er sieht super edel aus. Ich bin sehr zufrieden mit der Qualität für den Preis! Lieferung erfolgte reibungslos und schnell, Danke hierfür!!;5
1709054;Super Qualität, zu empfehlen.;5
9743730;Habe die Vorhänge gleich für zwei Fenster bestellt. Super Material und gute Verarbeitung. In blau sehen sie wirklich edel aus.;5
1709054;für den Preis ist gut.;3
434886;"Sehr gute Verarbeitung, tolles ""Stoffgefühl"" und das Preis-Leistungs-Verhältnis ist absolut in Ordnung. ";5
553018;Leider sind die Ballerina in Leo-Optik nur als Abbildung da,gern würde ich Sie natürlich auch bestellen ..;2
9743730;"Gute Qualität; habe diesen Vorhang in braun gekauft, Farbe entspricht der Abbildung.";5
654563;Tolle Passform. Leider schauten nach der 1. Wäsche die Bügel heraus und ich mußte an der Spitze die Löcher nähen.;4
434886;Sehr Gut;5
655046;trage diesen Sport BH auch im  Alltag, für den Preis eine gute Qualität;4
654563;Material, Farbe, Qualität und Preisleistungsverhältnis ist super aber die Körpchengröße ist viel zu klein. ;4
9743730;Ich bin super zufrieden. Habe die Vorhänge in Beige gekauft. Abends wenn innen Licht an ist, könnte man von draußen denken die Vorhänge sind Dunkelblau, so lichtdicht sind sie. Das Material ist super geschmeidig und sehr leicht. Verarbeitung gut. Die Farbe ist okay. Ich hätte sie mir etwas heller/sonniger gewünscht.;5
709229;Das dunkelblau sieht eher aus wie schwarz;3
434886;Ist OK. Wenn es Probleme gibt, dann beim Reißverschluss.;4
44970574;Diese Hose ist ein richtig tolles Teil. Passt hervorragend und sieht sehr gut aus. Ich habe diese Hose in weiß gekauft, wirklich empfehlenswert.;5
709229;Super schönes leichtes Kleidchen für daheim und Freizeit- einfach in den Koffer- Die zwei Taschen in die man auch leicht mal was verstauen kann. Waschen aufhäne anziehen.;5
434886;Habe diese Hose schön mehrmals bestellt. Diesmal viel die Größe jedoch, gegenüber der alten Hose, ca. 1cm in der Bundbreite kleiner aus. Schade.;3
709229;gut;4
44970574;Gr. 38 bestellt, war aber viel zu eng....;1
9743730;Bin total begeistert, Farbe wie beschrieben, dunkelt sehr gut ab und Preis - Leistung sehr gut. Das einzige manko, Höhe und Breite nicht so gut ersichtlich. Also aufpassen beim bestellen. Also Höhe mal Breite und nicht umgekehrt. ;5
654563;Tragen sich gut. Auch Größenangaben passend.;5
553018;Farbe, Qualität und Passform ist für diesen Preis einfach super. Habe die Lila und Dunkelblauen. Einige Kundinnen schrieben, dass die Schuhe größer ausfallen. Kann ich aber so nicht bestätigen. Ich habe beide in meiner Gr. 39 bestellt. Gern wieder!;5
9743730;Sehr guter Stoff, wie beschrieben. Verdunkelt sehr gut und hält Zugluft fern. Würde ich jederzeit wieder kaufen.;5
1709054;Qualität, Farben und Passform sind sehr gut, auch nach dem Waschen. Werde mir die Shirts auch weiterhin bestellen.;5
434886;Hose lässt sich gut waschen. Endlich mit Regular Fit eine passende Hose für mich gefunden und der Scnitt paßt sehr gut. Zu empfehlen. Preis-Leistungs-Verhältnis super.;4
9743730;Die Vorhänge sind super auch nwenn die Farbe nicht ganz so ist wie online gesehen, passt aber trotzdem noch. Klar bringen sie nicht die totale Verdunkelung  ist aber völlig ausreichend und eine unglaubliche Verbesserung zu vorher. Ich kann die Vorhänge nur empfehlen;5
515928;Einfach toll. Perfekt in Material und Farbe.;5
655046;Super, Super würde ich wieder kaufen.;5
654563;Sehr gut zu tragen. Schlicht wie ich das im Alltag brauche.;5
515928;Schnitt war für mich schlecht. Ging zurück!!;1
655046;Sehr bequem, die Träger kneifen nicht und man schwitzt nicht so doll unter der Brust. Hält beim Joggen nicht so fest, aber für Gymnastik, Yoga et cetera ein prima Sport-BH. Bleibt auch nach mehreren Wäschen formstabil.;5
515928;Sehr gute Passform und Qualität.Nur schade,das die Wartezeiten so lang sind;4
515928;super TrageKompfort;5
434886;Ich bin mit der Jeans zufrieden. Sie hat einen guten Sitz und passt. Preis- Leistungsverhältnis stimmt.;4
553018;Schönes Modell. Jedoch  im Material leider  minderwertig. ;3
434886;Das Material und der Schnitt sind gut. Die Hose sitzt akkurat. ;4
9743730;"die Vorhänge verdunkeln super gut, halten die Wärme sehr gut ab und das Material ist hervorragend; ich habe sie mir in braun bestellt und bin begeistert";5
655046;Für den Preis unschlagbar - schön fest, angenehmes Material. Den Hüpftest zu Hause hat er schonmal bestanden!! Super!!;5
9743730;Die Vorhänge sind von einer sehr guten Qualität und die Verdunklung ist hervorragend. Den Kauf haben ich nicht bereut.;5
709229;Sehr lässig, ein Mix aus verspielt und klassisch. Angenehmes Material, nicht zu dünn. Geht mit Leggins, Capris oder auch ohne, und wenn es kühl ist, kann man das Teil auch mit einem Shirt drunter ergänzen.  Die Größe fällt weit aus, aber der Schnitt erfordert das auch. Geht mir etwa bis zum Knie.;5
8623725;Bin sehr zufrieden mit Qualität und Form;5
515928;toller edler Slip, super Passform und dabei nicht teuer;5
434886;Schlechte Qualität, beim ersten Tragen, nach 3 Std. ist das Material auf ca. 30 cm gerissen. Nicht die Naht, sondern der Stoff.;1
655046;Superbequem. Angenehm zu tragen beim Sport.;4
515928;gut waschbar in der Maschine, sehr guter Tragekomfort;5
44970574;Ganz tolle Hose.Hab sie in schwarz und petrol. Leider gibt es sie nicht in Kurzgrösse und ich muss sie kürzen lassen,aber das ist es mir wert.;5
8623725;Der Badeanzug passt gut.Material und Passform wie ich es mir vorgestellt habe. Schnelle Lieferung. Preis-/Leistungsverhältnis sehr gut. ;5
9743730;Gutes Preis-Leistungsverhältnis, hervorragend Abdunklung, schöner, weich fließender Stoff. Die Nähte könnten etwas besser verarbeitet sein. Insgesamt empfehlenswert. ;4
9743730;Hierbei handelt es sich um eine Nachlieferung, auch die ist Top! ;5
655046;Kaufe meine BHS seit Jahren nur noch bei Bonprix, da Größe und Qualität immer passt. Übringens wie 80% aller meiner anderen Sachen auch. Größen passen fasst immer, wenn nicht, ab in den Karton und zurück. Gutschrift oder neuen Artikel, fertig.;4
654563;mit diesem Artikel bin ich zufrieden ;4
434886;Die Hosen sind gut und sie Passen einwenig zu lang aber das ist ok;5
9743730;der vorhang ist super ausgefallen für die ösen müsst ihr eine andere bestellnummer eingeben. verweise auf die überschrift da steht kräuselband;5
654563;Der Artikel ist angenehm zu tragen, die Farbe (beere) passt perfekt zum Shirt-Kleid. ;4
515928;sitzt,wackelt und hat luft-perfekt;4
515928;Wunderschöner Slip der toll zu tragen ist.. Sehr schönes Material und angenehm auf der Haut.;5
515928;Sehr schöne Verarbetiung und gute Passform.;4
9743730;Habe mir die Gardine in braun bestellt und bin begeistert. Alles top. Ösen sind in Silber und man kann echt nichts durchsehen. ;5
9743730;Es sind total schöne Vorhänge.. genau so wie ich sie mir vorgestellt habe. Und die Ösen ensprechen denen vom Bild.;5
553018;Ich habe mir die Ballerinas in schwarz und weiß geholt. Die schwarzen passen super und sehen sehr gut aus, anders dagegen die weißen ! Total eng geschnitten, haben eine andere Form, vorne wo man schon die Zehen rausgedrückt sieht !;5
553018;Ich habe mir den Schuh in Schwaz letztes Jahr im Sommer gekauft und war zufrieden. Werde ihn mir dieses Jahr wieder bestellen;4
553018;Habe mir den Ballerina in Schlange gekauft. Er entspricht absolut der Größe und ist sehr bequem. ;4
655046;SUPER !!! Gute Passform! Gute Qualität :-);5
44970574;Die Hose ist aus einem sehr weichen und anschmiegsamen Material. Sie liegt eng an, wird aber nicht als eng empfunden. Ich denke für den Herbst und auch im Winter ist sie sehr gut geeignet. Dank der schmalen Beinabschlüsse kann sie gut mit Stiefeln kombiniert werden. Die Farben sind satt, habe die Hose auch in erdbeerrot und safrangelb, wirklich toll! Ich habe die Hose eine Nummer größer bestellt und das war für meine Figur auch nötig! Preis Leistung ist wie sehr oft bei Bon Prix unschlagbar. ;4
709229;Passform hervorragend, Qualität: sehr schon;5
434886;Sehr gut.Endlich eine Hose,die auch in Bauchgrösse 26 noch super sitzt.;5
8623725;schöner Badeanzug, kaschiert  jetzt gut nach der Schwangerschaft, trage derzeit noch die 44/46, benötigte aber eine Nummer größer weil er zu kurz für mich war (179cm). sonst war die Größe passgenau;5
654563;Ging wieder zurück. Größe stimmt nicht, die waren mir zu klein die Cups. Der Rest war in Ordnung. ;1
709229;Sehr bequem, sitzt toll.;4
553018;Ich habe sie in rot bestellt, angezogen und hätte sie am liebsten nicht mehr ausgezogen! Sie fallen etwas groß aus aber man rutscht nicht raus. Sie drücken nirgendwo und sind einfach super!;5
515928;Perfekt, immer wieder!;5
9743730;"Die Beschreibung entspricht den Tatsachen, einfach klasse, und wer ließt ist klar im Vorteil, oben steht ""Deko ""Verdunkelung Kräuselband"" ";5
515928;Guter Tragekomfort, Material in Ordnung;4
655046;passt genau,ist so wie ich mir das vorgestellt habe;4
654563;Das Material ist gut, leider sitzt der BH nicht so schön wie auf dem Bild angegeben. Er wird zwar ausgefüllt, schlägt aber dennoch Falten.;2
553018;Mir gefällt der Schuhe SUPER! Einfach gehalten, trotzdem schön mit der Schleife und so... Ich habe immer 40/41, habe jetzt 41 behalten, der passt gut!;4
553018;"Ich habe mir diesen Ballerina letztes Jahr im ""Leolook"" bestellt. Super gute Passform und sehr toller look. Denke, dass ich ihn dieses Jahr auch wieder tragen werde.";5
434886;sieht sehr gut aus, das Material ist einwandfrei und das Preis Leistungsverhältnis stimmt auch ich bin sehr zufrieden mit der Hose;5
9743730;bestellt war Lönge 2,45m bekommen habe ich 1x Länge 2,40m und 1x 2,50m. einer zu kurz und einer zu lang;2
434886;Tolle Hose!!!! Schöne Qualität!!!!;5
655046;körbchen für Cup C zu klein;1
9743730;Tolle Qualität. Genau wie beschrieben. SUPER;5
709229;Das Kleid hängt an einem rum und macht dick. Ich hatte es mir schöner vorgestellt.;3
